D:\data\overige2021\rk\20200201rk_cocacase28x\B039770.D Mon Feb 01 15:35:06 2021
Start of data points
1.58963,19541
1.59223,21408
1.59485,19161
1.59745,19029
1.60005,18674
1.60267,20501
1.60527,20311
1.60788,19515
1.61048,18894
1.61308,18081
1.61570,18282
1.61830,20056
1.62092,18532
1.62352,18516
1.62613,17592
1.62873,17412
1.63133,16663
1.63395,18005
1.63655,17224
1.63917,18963
1.64177,15355
1.64437,17041
1.64698,15846
1.64958,16082
1.65220,14164
1.65480,13696
1.65740,14861
1.66002,16520
1.66262,13606
1.66523,17125
1.66783,14887
1.67043,16046
1.67305,13922
1.67565,14988
1.67827,14681
1.68087,14412
1.68347,13677
1.68608,16840
1.68868,13259
1.69130,13942
1.69390,11509
1.69650,13933
1.69912,12921
1.70172,14178
1.70433,13767
1.70693,14198
1.70955,13875
1.71215,12985
1.71475,13188
1.71737,12117
1.71997,13758
1.72258,12689
1.72518,12618
1.72778,13385
1.73040,13606
1.73300,12705
1.73562,13495
1.73822,13879
1.74082,11759
1.74343,13424
1.74603,11213
1.74865,11316
1.75125,12681
1.75385,11820
1.75647,12795
1.75907,11006
1.76168,11959
1.76428,10750
1.76688,10345
1.76950,10949
1.77210,11443
1.77472,11273
1.77732,11273
1.77992,12189
1.78253,10863
1.78513,11586
1.78775,10107
1.79035,11408
1.79297,10625
1.79557,12164
1.79817,11448
1.80078,9633
1.80338,9376
1.80600,10299
1.80860,10963
1.81120,10373
1.81382,9292
1.81642,12212
1.81903,10829
1.82163,10803
1.82423,10643
1.82685,9667
1.82945,9994
1.83207,11103
1.83467,11669
1.83727,9095
1.83988,11217
1.84248,10488
1.84510,9019
1.84770,8345
1.85030,9194
1.85292,9648
1.85552,10501
1.85813,9154
1.86073,10820
1.86333,10123
1.86595,8373
1.86855,8705
1.87117,10133
1.87377,10176
1.87638,7423
1.87898,8785
1.88158,8881
1.88420,8819
1.88680,9802
1.88942,9054
1.89202,7983
1.89462,8904
1.89723,9751
1.89983,9623
1.90245,8464
1.90505,9789
1.90765,9702
1.91027,8347
1.91287,8013
1.91548,8948
1.91808,10050
1.92068,9898
1.92330,9089
1.92590,9740
1.92852,9007
1.93112,7738
1.93372,7460
1.93633,9287
1.93893,7172
1.94155,9262
1.94415,7677
1.94675,8759
1.94937,8884
1.95197,9101
1.95458,8462
1.95718,7234
1.95980,7831
1.96240,9777
1.96500,8105
1.96762,8203
1.97022,7448
1.97283,9446
1.97543,7981
1.97803,8344
1.98065,10036
1.98325,9045
1.98587,8371
1.98847,7342
1.99107,8542
1.99368,9189
1.99628,8320
1.99890,9251
2.00150,8666
2.00410,7745
2.00672,8037
2.00932,8078
2.01193,8906
2.01453,7368
2.01713,8024
2.01975,9112
2.02235,7888
2.02497,8549
2.02757,8159
2.03017,7337
2.03278,8005
2.03538,8582
2.03800,10094
2.04060,14134
2.04322,18441
2.04582,22180
2.04842,22015
2.05103,22174
2.05363,22457
2.05625,25117
2.05885,23646
2.06145,20727
2.06407,21548
2.06667,20117
2.06928,17947
2.07188,19130
2.07448,17278
2.07710,16052
2.07970,17384
2.08232,15569
2.08492,13129
2.08752,13630
2.09013,12742
2.09273,13535
2.09535,13398
2.09795,14547
2.10055,13323
2.10317,10253
2.10577,10971
2.10838,12409
2.11098,12471
2.11358,10614
2.11620,11281
