D:\data\overige2021\rk\20200201rk_cocacase28x\B039699.D Mon Feb 01 18:21:28 2021
Start of data points
1.58980,12623
1.59240,13032
1.59500,14115
1.59762,13596
1.60022,12169
1.60283,11201
1.60543,12677
1.60805,10410
1.61065,11580
1.61325,13693
1.61587,14465
1.61847,12163
1.62108,9680
1.62368,13886
1.62628,13813
1.62890,12029
1.63150,12046
1.63412,13007
1.63672,12161
1.63932,13723
1.64193,11269
1.64453,12566
1.64715,10852
1.64975,10376
1.65235,11561
1.65497,10652
1.65757,12415
1.66018,10153
1.66278,10971
1.66538,12027
1.66800,11557
1.67060,10429
1.67322,11762
1.67582,9813
1.67842,10621
1.68103,12005
1.68363,9065
1.68625,9731
1.68885,8819
1.69147,11048
1.69407,11039
1.69667,11412
1.69928,10906
1.70188,9353
1.70450,9903
1.70710,11098
1.70970,9036
1.71232,11558
1.71492,10697
1.71753,9962
1.72013,8100
1.72273,9024
1.72535,9819
1.72795,10450
1.73057,9906
1.73317,10337
1.73577,9217
1.73838,9390
1.74098,10553
1.74360,9746
1.74620,10340
1.74880,9743
1.75142,8922
1.75402,9972
1.75663,9591
1.75923,9286
1.76185,9303
1.76445,10717
1.76705,8822
1.76967,7841
1.77227,6689
1.77488,9401
1.77748,8870
1.78008,9045
1.78270,7957
1.78530,9197
1.78792,8143
1.79052,7669
1.79312,9454
1.79573,8698
1.79833,7783
1.80095,7587
1.80355,8719
1.80615,8743
1.80877,10460
1.81137,8950
1.81398,7494
1.81658,8457
1.81918,8129
1.82180,8652
1.82440,7515
1.82702,8214
1.82962,7753
1.83222,7935
1.83483,7964
1.83743,7753
1.84005,8123
1.84265,8083
1.84527,7241
1.84787,7263
1.85047,9069
1.85308,7170
1.85568,7171
1.85830,8061
1.86090,8239
1.86350,7807
1.86612,6574
1.86872,7553
1.87133,8020
1.87393,6824
1.87653,7285
1.87915,7893
1.88175,7732
1.88437,6400
1.88697,6792
1.88957,7423
1.89218,8594
1.89478,7972
1.89740,7340
1.90000,8933
1.90260,7731
1.90522,8005
1.90782,8756
1.91043,6417
1.91303,7475
1.91563,6645
1.91825,6507
1.92085,7223
1.92347,6337
1.92607,7163
1.92868,6437
1.93128,8315
1.93388,7087
1.93650,6042
1.93910,6330
1.94172,6052
1.94432,6256
1.94692,5881
1.94953,7312
1.95213,6380
1.95475,5693
1.95735,5152
1.95995,6365
1.96257,8111
1.96517,6886
1.96778,7441
1.97038,6540
1.97298,7864
1.97560,5806
1.97820,6107
1.98082,5880
1.98342,6183
1.98602,4567
1.98863,5279
1.99123,6266
1.99385,6916
1.99645,6726
1.99905,5740
2.00167,5814
2.00427,6532
2.00688,6770
2.00948,5872
2.01210,6627
2.01470,6730
2.01730,5574
2.01992,6405
2.02252,6642
2.02513,5289
2.02773,7089
2.03033,5501
2.03295,7562
2.03555,10520
2.03817,15133
2.04077,21578
2.04337,26123
2.04598,28299
2.04858,29892
2.05120,26528
2.05380,25047
2.05640,21500
2.05902,20216
2.06162,18662
2.06423,17091
2.06683,16265
2.06943,13948
2.07205,13303
2.07465,12590
2.07727,10687
2.07987,11851
2.08247,11173
2.08508,12145
2.08768,11341
2.09030,10876
2.09290,10822
2.09552,11004
2.09812,9112
2.10072,9062
2.10333,9375
2.10593,9368
2.10855,9101
2.11115,9767
2.11375,8756
2.11637,8458
2.11897,9879
2.12158,9254
2.12418,9023
2.12678,8741
2.12940,8393
2.13200,7231
2.13462,7411
2.13722,8786
2.13982,9293
2.14243,9323
2.14503,7258
2.14765,8833
2.15025,7678
2.15285,7814
2.15547,7347
2.15807,6691
2.16068,7892
2.16328,7676
2.16588,6699
2.16850,8907
2.17110,7421
2.17372,8133
2.17632,7462
2.17893,7845
2.18153,7361
2.18413,7755
2.18675,8051
2.18935,7093
2.19197,7865
2.19457,7230
2.19717,6504
2.19978,7743
2.20238,7324
2.20500,7882
2.20760,8264
2.21020,7150
2.21282,6639
2.21542,7481
2.21803,5753
2.22063,6737
2.22323,8052
2.22585,6665
2.22845,6371
2.23107,7385
2.23367,6518
2.23627,6761
2.23888,6184
2.24148,6277
2.24410,6348
2.24670,6464
2.24930,6325
2.25192,7324
2.25452,6627
2.25713,7590
2.25973,6632
2.26235,7009
2.26495,6431
2.26755,5307
2.27017,6461
2.27277,7280
2.27538,5790
2.27798,5441
2.28058,6547
2.28320,6645
2.28580,6679
2.28842,6953
2.29102,5023
2.29362,5512
2.29623,5915
2.29883,6898
2.30145,6374
2.30405,5977
2.30665,6352
2.30927,6484
2.31187,7588
2.31448,6099
2.31708,6153
2.31968,6453
2.32230,6775
2.32490,7214
2.32752,5554
2.33012,6514
2.33272,6700
2.33533,5849
2.33793,6203
2.34055,6469
2.34315,6285
2.34577,6152
2.34837,6420
2.35097,6833
2.35358,6550
2.35618,7740
2.35880,6199
2.36140,6062
2.36400,6296
2.36662,6263
2.36922,6041
2.37183,5553
2.37443,8800
2.37703,6836
2.37965,6013
2.38225,6298
2.38487,5989
2.38747,6859
2.39007,6483
2.39268,5965
2.39528,7320
2.39790,5834
2.40050,6575
2.40310,5448
2.40572,5289
2.40832,6570
2.41093,5046
2.41353,7091
2.41613,6309
2.41875,5787
2.42135,6189
2.42397,5019
2.42657,4383
2.42918,4963
2.43178,5893
2.43438,6684
2.43700,6323
2.43960,6864
2.44222,5355
2.44482,4947
2.44742,5652
2.45003,4869
2.45263,6545
2.45525,5308
2.45785,5505
2.46045,6592
2.46307,8235
2.46567,7791
2.46828,9261
2.47088,11234
